ID	altID	Group	ClassUpper	ClassLower
R-RNO-1237112	Methionine salvage pathway	Reactome	Metabolism	Metabolism of amino acids and derivatives
R-RNO-1247673	Erythrocytes take up oxygen and release carbon dioxide	Reactome	Metabolism	O2/CO2 exchange in erythrocytes
R-RNO-1250196	SHC1 events in ERBB2 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-RNO-1250342	PI3K events in ERBB4 signaling	Reactome	Signal Transduction	Signaling by ERBB4
R-RNO-1250347	SHC1 events in ERBB4 signaling	Reactome	Signal Transduction	Signaling by ERBB4
R-RNO-1251932	PLCG1 events in ERBB2 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-RNO-1251985	Nuclear signaling by ERBB4	Reactome	Signal Transduction	Signaling by ERBB4
R-RNO-1253288	Downregulation of ERBB4 signaling	Reactome	Signal Transduction	Signaling by ERBB4
R-RNO-1257604	PIP3 activates AKT signaling	Reactome	Signal Transduction	Signal Transduction
R-RNO-1266695	Interleukin-7 signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-RNO-1268020	Mitochondrial protein import	Reactome	Metabolism of proteins	Metabolism of proteins
R-RNO-1295596	Spry regulation of FGF signaling	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-1296025	ATP sensitive Potassium channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296041	Activation of G protein gated Potassium channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296052	Ca2+ activated K+ channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296053	Classical Kir channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296061	HCN channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296067	Potassium transport channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1296072	Voltage gated Potassium channels	Reactome	Neuronal System	Potassium Channels
R-RNO-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1299344	TWIK-related spinal cord K+ channel (TRESK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1299503	TWIK related potassium channel (TREK)	Reactome	Neuronal System	Potassium Channels
R-RNO-1300642	Sperm Motility And Taxes	Reactome	Reproduction	Fertilization
R-RNO-1300645	Acrosome Reaction	Reactome	Reproduction	Fertilization
R-RNO-1300652	Sperm:Oocyte Membrane Binding	Reactome	Reproduction	Fertilization
R-RNO-1306955	GRB7 events in ERBB2 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-RNO-1307965	betaKlotho-mediated ligand binding	Reactome	Signal Transduction	Signaling by FGFR
R-RNO-1358803	Downregulation of ERBB2:ERBB3 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-RNO-1362409	Mitochondrial iron-sulfur cluster biogenesis	Reactome	Metabolism	Metabolism
R-RNO-1369007	Mitochondrial ABC transporters	Reactome	Transmembrane transport of small molecules	ABC-family proteins mediated transport
R-RNO-1369062	ABC transporters in lipid homeostasis	Reactome	Transmembrane transport of small molecules	ABC-family proteins mediated transport
R-RNO-139853	Elevation of cytosolic Ca2+ levels	Reactome	Hemostasis	Platelet homeostasis
R-RNO-139910	Activation of BMF and translocation to mitochondria	Reactome	Programmed Cell Death	Apoptosis
R-RNO-140180	COX reactions	Reactome	Metabolism	Biological oxidations
R-RNO-140534	Ligand-dependent caspase activation	Reactome	Programmed Cell Death	Apoptosis
R-RNO-140834	Extrinsic Pathway of Fibrin Clot Formation	Reactome	Hemostasis	Formation of Fibrin Clot (Clotting Cascade)
R-RNO-140837	Intrinsic Pathway of Fibrin Clot Formation	Reactome	Hemostasis	Formation of Fibrin Clot (Clotting Cascade)
R-RNO-140875	Common Pathway of Fibrin Clot Formation	Reactome	Hemostasis	Formation of Fibrin Clot (Clotting Cascade)
R-RNO-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	Reactome	Metabolism	Biological oxidations
R-RNO-141334	PAOs oxidise polyamines to amines	Reactome	Metabolism	Biological oxidations
R-RNO-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	Reactome	Cell Cycle	Cell Cycle Checkpoints
R-RNO-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	Reactome	Cell Cycle	Cell Cycle Checkpoints
R-RNO-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	Reactome	Cell Cycle	Cell Cycle Checkpoints
R-RNO-1433557	Signaling by SCF-KIT	Reactome	Signal Transduction	Signal Transduction
R-RNO-1433559	Regulation of KIT signaling	Reactome	Signal Transduction	Signaling by SCF-KIT
R-RNO-1433617	Regulation of signaling by NODAL	Reactome	Developmental Biology	Signaling by NODAL
R-RNO-1442490	Collagen degradation	Reactome	Extracellular matrix organization	Degradation of the extracellular matrix
R-RNO-1445148	Translocation of GLUT4 to the plasma membrane	Reactome	Vesicle-mediated transport	Membrane Trafficking
R-RNO-1461957	Beta defensins	Reactome	Immune System	Innate Immune System
R-RNO-1461973	Defensins	Reactome	Immune System	Innate Immune System
R-RNO-1462054	Alpha-defensins	Reactome	Immune System	Innate Immune System
R-RNO-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Metabolism	Metabolism of nitric oxide
R-RNO-1474228	Degradation of the extracellular matrix	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-RNO-1474244	Extracellular matrix organization	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-RNO-1475029	Reversible hydration of carbon dioxide	Reactome	Metabolism	Metabolism
R-RNO-1482788	Acyl chain remodelling of PC	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482798	Acyl chain remodeling of CL	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482801	Acyl chain remodelling of PS	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482839	Acyl chain remodelling of PE	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482883	Acyl chain remodeling of DAG and TAG	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482922	Acyl chain remodelling of PI	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1482925	Acyl chain remodelling of PG	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483076	Synthesis of CL	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483101	Synthesis of PS	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483115	Hydrolysis of LPC	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483148	Synthesis of PG	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483152	Hydrolysis of LPE	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483166	Synthesis of PA	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483191	Synthesis of PC	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483196	PI and PC transport between ER and Golgi membranes	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483206	Glycerophospholipid biosynthesis	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483213	Synthesis of PE	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483226	Synthesis of PI	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1483248	Synthesis of PIPs at the ER membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1489509	DAG and IP3 signaling	Reactome	Signal Transduction	Signal Transduction
R-RNO-1502540	Signaling by Activin	Reactome	Signal Transduction	Signal Transduction
R-RNO-1538133	G0 and Early G1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-156581	Methylation	Reactome	Metabolism	Biological oxidations
R-RNO-156582	Acetylation	Reactome	Metabolism	Biological oxidations
R-RNO-156584	Cytosolic sulfonation of small molecules	Reactome	Metabolism	Biological oxidations
R-RNO-156588	Glucuronidation	Reactome	Metabolism	Biological oxidations
R-RNO-156590	Glutathione conjugation	Reactome	Metabolism	Biological oxidations
R-RNO-1566948	Elastic fibre formation	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-RNO-1566977	Fibronectin matrix formation	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-RNO-156711	Polo-like kinase mediated events	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-156827	L13a-mediated translational silencing of Ceruloplasmin expression	Reactome	Metabolism of proteins	Translation
R-RNO-156842	Eukaryotic Translation Elongation	Reactome	Metabolism of proteins	Translation
R-RNO-156902	Peptide chain elongation	Reactome	Metabolism of proteins	Translation
R-RNO-157881	Cyclin B2 mediated events	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-15869	Metabolism of nucleotides	Reactome	Metabolism	Metabolism
R-RNO-159227	Transport of the SLBP independent Mature mRNA	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-159230	Transport of the SLBP Dependant Mature mRNA	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-159231	Transport of Mature mRNA Derived from an Intronless Transcript	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	Reactome	Gene Expression	Processing of Capped Intron-Containing Pre-mRNA
R-RNO-1592389	Activation of Matrix Metalloproteinases	Reactome	Extracellular matrix organization	Degradation of the extracellular matrix
R-RNO-159418	Recycling of bile acids and salts	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-159740	Gamma-carboxylation of protein precursors	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-159782	Removal of aminoterminal propeptides from gamma-carboxylated proteins	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-1606341	IRF3 mediated activation of type 1 IFN	Reactome	Immune System	Innate Immune System
R-RNO-1614517	Sulfide oxidation to sulfate	Reactome	Metabolism	Metabolism of amino acids and derivatives
R-RNO-1614558	Degradation of cysteine and homocysteine	Reactome	Metabolism	Metabolism of amino acids and derivatives
R-RNO-1614603	Cysteine formation from homocysteine	Reactome	Metabolism	Metabolism of amino acids and derivatives
R-RNO-1614635	Sulfur amino acid metabolism	Reactome	Metabolism	Metabolism of amino acids and derivatives
R-RNO-162658	Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-162699	Synthesis of dolichyl-phosphate mannose	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-162710	Synthesis of glycosylphosphatidylinositol (GPI)	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-162791	Attachment of GPI anchor to uPAR	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-163210	Formation of ATP by chemiosmotic coupling	Reactome	Metabolism	The citric acid (TCA) cycle and respiratory electron transport
R-RNO-163282	Mitochondrial transcription initiation	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-1632852	Macroautophagy	Reactome	Cellular responses to stress	Cellular responses to stress
R-RNO-163316	Mitochondrial transcription termination	Reactome	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
R-RNO-163358	PKA-mediated phosphorylation of key metabolic factors	Reactome	Metabolism	Integration of energy metabolism
R-RNO-163359	Glucagon signaling in metabolic regulation	Reactome	Metabolism	Integration of energy metabolism
R-RNO-163560	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-163615	PKA activation	Reactome	Signal Transduction	DAG and IP3 signaling
R-RNO-163680	AMPK inhibits chREBP transcriptional activation activity	Reactome	Metabolism	Integration of energy metabolism
R-RNO-163685	Integration of energy metabolism	Reactome	Metabolism	Metabolism
R-RNO-163754	Insulin effects increased synthesis of Xylulose-5-Phosphate	Reactome	Metabolism	Integration of energy metabolism
R-RNO-163765	ChREBP activates metabolic gene expression	Reactome	Metabolism	Integration of energy metabolism
R-RNO-163767	PP2A-mediated dephosphorylation of key metabolic factors	Reactome	Metabolism	Integration of energy metabolism
R-RNO-164378	PKA activation in glucagon signalling	Reactome	Metabolism	Integration of energy metabolism
R-RNO-1650814	Collagen biosynthesis and modifying enzymes	Reactome	Extracellular matrix organization	Collagen formation
R-RNO-165158	Activation of AKT2	Reactome	Signal Transduction	Signaling by Insulin receptor
R-RNO-165159	mTOR signalling	Reactome	Signal Transduction	Signaling by Insulin receptor
R-RNO-165160	PDE3B signalling	Reactome	Signal Transduction	Signaling by Insulin receptor
R-RNO-165181	Inhibition of TSC complex formation by PKB	Reactome	Signal Transduction	Signaling by Insulin receptor
R-RNO-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-166016	Toll Like Receptor 4 (TLR4) Cascade	Reactome	Immune System	Innate Immune System
R-RNO-166020	Transfer of LPS from LBP carrier to CD14	Reactome	Immune System	Innate Immune System
R-RNO-1660499	Synthesis of PIPs at the plasma membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1660514	Synthesis of PIPs at the Golgi membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1660516	Synthesis of PIPs at the early endosome membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1660517	Synthesis of PIPs at the late endosome membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-166058	MyD88:Mal cascade initiated on plasma membrane	Reactome	Immune System	Innate Immune System
R-RNO-1660661	Sphingolipid de novo biosynthesis	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-1660662	Glycosphingolipid metabolism	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-166166	MyD88-independent TLR3/TLR4 cascade 	Reactome	Immune System	Innate Immune System
R-RNO-166208	mTORC1-mediated signalling	Reactome	Signal Transduction	Signaling by Insulin receptor
R-RNO-1663150	The activation of arylsulfatases	Reactome	Metabolism of proteins	Post-translational protein modification
R-RNO-166662	Lectin pathway of complement activation	Reactome	Immune System	Innate Immune System
R-RNO-166663	Initial triggering of complement	Reactome	Immune System	Innate Immune System
R-RNO-166665	Terminal pathway of complement	Reactome	Immune System	Innate Immune System
R-RNO-167021	PLC-gamma1 signalling	Reactome	Signal Transduction	Signalling by NGF
R-RNO-167044	Signalling to RAS	Reactome	Signal Transduction	Signalling by NGF
R-RNO-167060	NGF processing	Reactome	Signal Transduction	Signalling by NGF
R-RNO-167826	The fatty acid cycling model	Reactome	Metabolism	The citric acid (TCA) cycle and respiratory electron transport
R-RNO-167827	The proton buffering model	Reactome	Metabolism	The citric acid (TCA) cycle and respiratory electron transport
R-RNO-1679131	Trafficking and processing of endosomal TLR	Reactome	Immune System	Innate Immune System
R-RNO-168138	Toll Like Receptor 9 (TLR9) Cascade	Reactome	Immune System	Innate Immune System
R-RNO-168142	Toll Like Receptor 10 (TLR10) Cascade	Reactome	Immune System	Innate Immune System
R-RNO-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	Immune System	Innate Immune System
R-RNO-168188	Toll Like Receptor TLR6:TLR2 Cascade	Reactome	Immune System	Innate Immune System
R-RNO-168638	NOD1/2 Signaling Pathway	Reactome	Immune System	Innate Immune System
R-RNO-168928	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	Reactome	Immune System	Innate Immune System
R-RNO-170660	Adenylate cyclase activating pathway	Reactome	Signal Transduction	Signaling by GPCR
R-RNO-170670	Adenylate cyclase inhibitory pathway	Reactome	Neuronal System	Transmission across Chemical Synapses
R-RNO-170670	Adenylate cyclase inhibitory pathway	Reactome	Signal Transduction	Signaling by GPCR
R-RNO-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	Reactome	Transmembrane transport of small molecules	SLC-mediated transmembrane transport
R-RNO-170968	Frs2-mediated activation	Reactome	Signal Transduction	Signalling by NGF
R-RNO-170984	ARMS-mediated activation	Reactome	Signal Transduction	Signalling by NGF
R-RNO-171007	p38MAPK events	Reactome	Signal Transduction	Signalling by NGF
R-RNO-171052	LDL-mediated lipid transport	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-RNO-171306	Packaging Of Telomere Ends	Reactome	Cell Cycle	Chromosome Maintenance
R-RNO-171319	Telomere Extension By Telomerase	Reactome	Cell Cycle	Chromosome Maintenance
R-RNO-173599	Formation of the active cofactor, UDP-glucuronate	Reactome	Metabolism	Biological oxidations
R-RNO-173623	Classical antibody-mediated complement activation	Reactome	Immune System	Innate Immune System
R-RNO-173736	Alternative complement activation	Reactome	Immune System	Innate Immune System
R-RNO-174048	APC/C:Cdc20 mediated degradation of Cyclin B	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174084	Autodegradation of Cdh1 by Cdh1:APC/C	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174113	SCF-beta-TrCP mediated degradation of Emi1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174154	APC/C:Cdc20 mediated degradation of Securin	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174184	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-RNO-174362	Transport and synthesis of PAPS	Reactome	Metabolism	Biological oxidations
R-RNO-174362	Transport and synthesis of PAPS	Reactome	Metabolism	Metabolism of carbohydrates
