V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
bortezomib	bortezomib	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_Middle_3hr_Single	Middle	3 hr	Increase	A8087
R-RNO-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	A.G	albumin globulin ratio	Single	pheno2reactome	0.00444839857651246	0.104869045389274	NA	NA	NA	NA	NA	NA	A720
bortezomib	bortezomib	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_Control_6hr_Single	Control	6 hr	Increase	A8034
amphotericin_B	amphotericin_B	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_amphotericin_B_Low_15day_Repeat	Low	15 day	Decrease	A7862
R-RNO-70370	Galactose catabolism	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0311894222145069	NA	NA	NA	NA	NA	NA	A439
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_High_9hr_Single	High	9 hr	Increase	A9959
Hb.g.dL.	hemoglobin	A.G	albumin globulin ratio	Repeat	pheno2pheno	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A17082
R-RNO-77111	Synthesis of Ketone Bodies	A.G	albumin globulin ratio	Repeat	pheno2reactome	0.00177935943060498	0.0311894222145069	NA	NA	NA	NA	NA	NA	A1406
puromycin_aminonucleoside	puromycin_aminonucleoside	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_puromycin_aminonucleoside_Low_29day_Repeat	Low	29 day	Decrease	A11482
R-RNO-69229	Ubiquitin-dependent degradation of Cyclin D1	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0468275323322628	NA	NA	NA	NA	NA	NA	A182
benzbromarone	benzbromarone	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_benzbromarone_Middle_15day_Repeat	Middle	15 day	Increase	A8017
R-RNO-844456	The NLRP3 inflammasome	A.G	albumin globulin ratio	Single	pheno2reactome	0.00266903914590747	0.0164453873528607	NA	NA	NA	NA	NA	NA	A811
R-RNO-3371571	HSF1-dependent transactivation	A.G	albumin globulin ratio	Single	pheno2reactome	0.00533807829181495	0.233072040011542	NA	NA	NA	NA	NA	NA	A690
R-RNO-5632684	Hedgehog 'on' state	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0468275323322628	NA	NA	NA	NA	NA	NA	A132
propylthiouracil	propylthiouracil	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_propylthiouracil_Low_29day_Repeat	Low	29 day	Increase	A11432
methylene_dianiline	methylene_dianiline	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_Low_15day_Repeat	Low	15 day	Decrease	A10615
nimesulide	nimesulide	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nimesulide_Control_4day_Repeat	Control	4 day	Increase	A10914
gefitinib	gefitinib	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_gefitinib_High_24hr_Single	High	24 hr	Increase	A9721
bortezomib	bortezomib	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_Middle_6hr_Single	Middle	6 hr	Increase	A8093
R-RNO-187577	SCF(Skp2)-mediated degradation of p27/p21	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0937418626855308	NA	NA	NA	NA	NA	NA	A20
R-RNO-5610780	Degradation of GLI1 by the proteasome	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0468275323322628	NA	NA	NA	NA	NA	NA	A222
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_High_3hr_Single	High	3 hr	Increase	A9952
Eos...	eosinophil	A.G	albumin globulin ratio	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16741
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_Control_9hr_Single	Control	9 hr	Increase	A9949
bortezomib	bortezomib	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_bortezomib_High_6hr_Single	High	6 hr	Increase	A8068
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_High_6hr_Single	High	6 hr	Increase	A9956
R-RNO-350562	Regulation of ornithine decarboxylase (ODC)	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0468275323322628	NA	NA	NA	NA	NA	NA	A292
rotenone	rotenone	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_rotenone_Middle_24hr_Single	Middle	24 hr	Increase	A11605
R-RNO-77108	Utilization of Ketone Bodies	A.G	albumin globulin ratio	Repeat	pheno2reactome	0.00355871886120996	0.0982753900903367	NA	NA	NA	NA	NA	NA	A1514
R-RNO-5676590	NIK-->noncanonical NF-kB signaling	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0468275323322628	NA	NA	NA	NA	NA	NA	A152
R-RNO-68949	Orc1 removal from chromatin	A.G	albumin globulin ratio	Single	pheno2reactome	0.00177935943060498	0.0937418626855308	NA	NA	NA	NA	NA	NA	A18
benzbromarone	benzbromarone	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_benzbromarone_High_15day_Repeat	High	15 day	Increase	A7997
Lesion.NOS	Lesion,NOS	A.G	albumin globulin ratio	Single	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A15648
ethionamide	ethionamide	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethionamide_Low_29day_Repeat	Low	29 day	Increase	A9435
ALT.IU.L.	alanine aminotransferase	A.G	albumin globulin ratio	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16171
nimesulide	nimesulide	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nimesulide_High_4day_Repeat	High	4 day	Increase	A10933
Ground.glass.appearance	Ground glass appearance	A.G	albumin globulin ratio	Single	pheno2pheno	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A16046
nimesulide	nimesulide	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_nimesulide_Control_8day_Repeat	Control	8 day	Increase	A10916
R-RNO-390450	Folding of actin by CCT/TriC	A.G	albumin globulin ratio	Single	pheno2reactome	0.00355871886120996	0.196915776986951	NA	NA	NA	NA	NA	NA	A488
AST.IU.L.	aspartate aminotransferase	A.G	albumin globulin ratio	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16173
nimesulide	nimesulide	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_nimesulide_Middle_3hr_Single	Middle	3 hr	Increase	A10953
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_Control_3hr_Single	Control	3 hr	Increase	A9944
butylated_hydroxyanisole	butylated_hydroxyanisole	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_butylated_hydroxyanisole_Middle_4day_Repeat	Middle	4 day	Decrease	A8204
Eos...	eosinophil	A.G	albumin globulin ratio	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15854
methylene_dianiline	methylene_dianiline	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_Middle_15day_Repeat	Middle	15 day	Decrease	A10623
imatinib,_methanesulfonate_salt	imatinib,_methanesulfonate_salt	A.G	albumin globulin ratio	Single	pheno2chem	NA	NA	NA	NA	Liver_imatinib_methanesulfonate_salt_Low_6hr_Single	Low	6 hr	Increase	A9964
Alteration..nuclear	Alteration, nuclear	A.G	albumin globulin ratio	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15801
monocrotaline	monocrotaline	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_monocrotaline_High_15day_Repeat	High	15 day	Decrease	A10687
tetracycline	tetracycline	A.G	albumin globulin ratio	Repeat	pheno2chem	NA	NA	NA	NA	Liver_tetracycline_Low_15day_Repeat	Low	15 day	Increase	A11815
cytotoxicity	cytotoxicity	Accumulation..foam.cell	Accumulation, foam cell	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17314
inflammation	inflammation	Accumulation..foam.cell	Accumulation, foam cell	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17315
allyl_alcohol	allyl_alcohol	Accumulation..foam.cell	Accumulation, foam cell	Repeat	pheno2chem	NA	NA	NA	NA	Liver_allyl_alcohol_High_15day_Repeat	High	15 day	NA	A2345
C66819	cycloheximide	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21073
C65277421	ketoconazole	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20924
C1401554	tannic_acid	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20289
C97778	disulfiram	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21483
C83794	rotenone	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21349
C446866	azathioprine	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20417
C64868	colchicine	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20866
C10540291	tamoxifen	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20013
C79902639	simvastatin	ACEA_T47D_80hr_Negative	ACEA_T47D_80hr_Negative	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21226
C59870	nitrofurazone	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20782
C13311847	flutamide	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20214
C54853	isoniazid	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20750
C65277421	ketoconazole	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20925
C83794	rotenone	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21350
C51285	2,4-dinitrophenol	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20582
C298464	carbamazepine	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20410
C99661	valproic_acid	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21659
C10540291	tamoxifen	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A20014
C67209	nitrofurantoin	ACEA_T47D_80hr_Positive	ACEA_T47D_80hr_Positive	NA	TCA2TCC	NA	NA	NA	NA	NA	NA	NA	NA	A21188
C60355	acetamide	acetamide	acetamide	NA	TCChem2TGChem	NA	NA	NA	NA	NA	NA	NA	NA	A21669
C103902	acetaminophen	acetaminophen	acetaminophen	NA	TCChem2TGChem	NA	NA	NA	NA	NA	NA	NA	NA	A21670
NVS_ENZ_hACP1_Activator	NVS_ENZ_hACP1_Activator	acid phosphatase	acid phosphatase	NA	Toxcast2Biospace	NA	NA	NA	NA	NA	NA	NA	NA	A19939
NVS_ENZ_hACP1	NVS_ENZ_hACP1	acid phosphatase	acid phosphatase	NA	Toxcast2Biospace	NA	NA	NA	NA	NA	NA	NA	NA	A19938
proliferation	proliferation	Adenoma..hepatocellular	Adenoma, hepatocellular	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17316
C107186	allyl_alcohol	allyl_alcohol	allyl_alcohol	NA	TCChem2TGChem	NA	NA	NA	NA	NA	NA	NA	NA	A21671
benzbromarone	benzbromarone	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_benzbromarone_Low_6hr_Single	Low	6 hr	Decrease	A8014
AST.IU.L.	aspartate aminotransferase	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.0133451957295374	NA	NA	NA	NA	NA	NA	NA	A16949
methylene_dianiline	methylene_dianiline	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_High_15day_Repeat	High	15 day	Increase	A10521
galactosamine	galactosamine	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_galactosamine_Middle_24hr_Single	Middle	24 hr	Increase	A9710
R-RNO-3000157	Laminin interactions	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00177935943060498	0.117329882454438	NA	NA	NA	NA	NA	NA	A1370
hexachlorobenzene	hexachlorobenzene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_hexachlorobenzene_Low_29day_Repeat	Low	29 day	Decrease	A9857
fenofibrate	fenofibrate	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_fenofibrate_High_29day_Repeat	High	29 day	Increase	A9505
diazepam	diazepam	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_diazepam_Middle_29day_Repeat	Middle	29 day	Decrease	A9059
Edema	Edema	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A15771
haloperidol	haloperidol	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_haloperidol_High_3hr_Single	High	3 hr	Decrease	A9795
Hemorrhage	Hemorrhage	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15672
doxorubicin	doxorubicin	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_doxorubicin_High_29day_Repeat	High	29 day	Decrease	A9171
AST.IU.L.	aspartate aminotransferase	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.0133451957295374	NA	NA	NA	NA	NA	NA	NA	A16034
fluphenazine	fluphenazine	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_fluphenazine_Middle_9hr_Single	Middle	9 hr	Decrease	A9597
WY-14643	WY-14643	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_WY14643_Middle_29day_Repeat	Middle	29 day	Increase	A12045
ibuprofen	ibuprofen	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ibuprofen_High_15day_Repeat	High	15 day	Decrease	A9895
Proliferation..bile.duct	Proliferation, bile duct	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16830
naproxen	naproxen	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_naproxen_High_24hr_Single	High	24 hr	Decrease	A10809
acetamidofluorene	acetamidofluorene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamidofluorene_High_4day_Repeat	High	4 day	Decrease	A7477
propylthiouracil	propylthiouracil	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_propylthiouracil_High_15day_Repeat	High	15 day	Decrease	A11399
hexachlorobenzene	hexachlorobenzene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_hexachlorobenzene_Low_15day_Repeat	Low	15 day	Decrease	A9847
R-RNO-193634	Axonal growth inhibition (RHOA activation)	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00177935943060498	0.0166689775230701	NA	NA	NA	NA	NA	NA	A1542
Edema	Edema	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16656
ethinylestradiol	ethinylestradiol	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_Middle_15day_Repeat	Middle	15 day	Increase	A9350
DBIL.mg.dL.	direct bilirubin	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00800711743772242	NA	NA	NA	NA	NA	NA	NA	A16029
Hemorrhage	Hemorrhage	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16485
lornoxicam	lornoxicam	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_lornoxicam_High_4day_Repeat	High	4 day	Decrease	A10188
WBC.x10_2.uL.	white blood cell count	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16015
phenobarbital	phenobarbital	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_phenobarbital_High_24hr_Single	High	24 hr	Decrease	A11221
puromycin_aminonucleoside	puromycin_aminonucleoside	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_puromycin_aminonucleoside_High_8day_Repeat	High	8 day	Decrease	A11471
R-RNO-3000178	ECM proteoglycans	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00177935943060498	0.117329882454438	NA	NA	NA	NA	NA	NA	A1384
LDH.IU.L.	lactate dehydrogenase	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A16943
mefenamic_acid	mefenamic_acid	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_mefenamic_acid_High_29day_Repeat	High	29 day	Decrease	A10305
meloxicam	meloxicam	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_meloxicam_High_4day_Repeat	High	4 day	Decrease	A10344
hexachlorobenzene	hexachlorobenzene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_hexachlorobenzene_Middle_8day_Repeat	Middle	8 day	Decrease	A9879
methylene_dianiline	methylene_dianiline	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_High_8day_Repeat	High	8 day	Increase	A10598
R-RNO-879518	Transport of organic anions	ALP.IU.L.	alkaline phosphatase	Single	pheno2reactome	0.00444839857651246	0.0270994396040414	NA	NA	NA	NA	NA	NA	A1002
R-RNO-77108	Utilization of Ketone Bodies	ALP.IU.L.	alkaline phosphatase	Single	pheno2reactome	0.00177935943060498	0.0194651137711636	NA	NA	NA	NA	NA	NA	A589
R-RNO-389887	Beta-oxidation of pristanoyl-CoA	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00266903914590747	0.0127255973563803	NA	NA	NA	NA	NA	NA	A1846
bromobenzene	bromobenzene	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_bromobenzene_High_24hr_Single	High	24 hr	Increase	A8100
Deposit..pigment	Deposit, pigment	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16548
bendazac	bendazac	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_bendazac_High_24hr_Single	High	24 hr	Increase	A7963
phenobarbital	phenobarbital	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_phenobarbital_High_9hr_Single	High	9 hr	Decrease	A11231
hexachlorobenzene	hexachlorobenzene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_hexachlorobenzene_Middle_29day_Repeat	Middle	29 day	Decrease	A9875
ethinylestradiol	ethinylestradiol	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_ethinylestradiol_High_4day_Repeat	High	4 day	Increase	A9308
indomethacin	indomethacin	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_indomethacin_High_24hr_Single	High	24 hr	Decrease	A10015
captopril	captopril	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_captopril_High_3hr_Single	High	3 hr	Decrease	A8233
hexachlorobenzene	hexachlorobenzene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_hexachlorobenzene_High_15day_Repeat	High	15 day	Decrease	A9823
cholestasis	cholestasis	ALP.IU.L.	alkaline phosphatase	NA	ao2pheno	NA	NA	NA	NA	NA	NA	NA	NA	A17387
terbinafine	terbinafine	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_terbinafine_High_8day_Repeat	High	8 day	Decrease	A11794
R-RNO-1251985	Nuclear signaling by ERBB4	ALP.IU.L.	alkaline phosphatase	Single	pheno2reactome	0.00444839857651246	0.0176082443653618	NA	NA	NA	NA	NA	NA	A1004
R-RNO-2022090	Assembly of collagen fibrils and other multimeric structures	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00177935943060498	0.117329882454438	NA	NA	NA	NA	NA	NA	A1356
R-RNO-1474244	Extracellular matrix organization	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2reactome	0.00355871886120996	0.499598209160832	NA	NA	NA	NA	NA	NA	A1423
phenylanthranilic_acid	phenylanthranilic_acid	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_phenylanthranilic_acid_Middle_24hr_Single	Middle	24 hr	Increase	A11288
clomipramine	clomipramine	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_clomipramine_High_15day_Repeat	High	15 day	Increase	A8547
vitamin_A	vitamin_A	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_vitamin_A_Middle_29day_Repeat	Middle	29 day	Increase	A12025
Change..acidophilic	Change, acidophilic	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16855
fluphenazine	fluphenazine	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_fluphenazine_High_4day_Repeat	High	4 day	Decrease	A9571
naproxen	naproxen	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_naproxen_High_15day_Repeat	High	15 day	Decrease	A10799
Dilatation	Dilatation	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A16431
puromycin_aminonucleoside	puromycin_aminonucleoside	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_puromycin_aminonucleoside_Middle_29day_Repeat	Middle	29 day	Decrease	A11513
penicillamine	penicillamine	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_penicillamine_High_6hr_Single	High	6 hr	Decrease	A11146
diethyl_maleate	diethyl_maleate	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_diethyl_maleate_Control_9hr_Single	Control	9 hr	Decrease	A9087
mefenamic_acid	mefenamic_acid	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_mefenamic_acid_High_8day_Repeat	High	8 day	Decrease	A10323
ALT.IU.L.	alanine aminotransferase	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.0097864768683274	NA	NA	NA	NA	NA	NA	NA	A16032
LDH.IU.L.	lactate dehydrogenase	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A16028
methylene_dianiline	methylene_dianiline	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_methylene_dianiline_High_4day_Repeat	High	4 day	Increase	A10569
dantrolene	dantrolene	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_dantrolene_Middle_4day_Repeat	Middle	4 day	Decrease	A8892
Dilatation	Dilatation	ALP.IU.L.	alkaline phosphatase	Single	pheno2pheno	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A15629
benzbromarone	benzbromarone	ALP.IU.L.	alkaline phosphatase	Single	pheno2chem	NA	NA	NA	NA	Liver_benzbromarone_Control_24hr_Single	Control	24 hr	Decrease	A7993
naproxen	naproxen	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_naproxen_High_8day_Repeat	High	8 day	Decrease	A10825
WBC.x10_2.uL.	white blood cell count	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2pheno	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A16930
acetamide	acetamide	ALP.IU.L.	alkaline phosphatase	Repeat	pheno2chem	NA	NA	NA	NA	Liver_acetamide_High_8day_Repeat	High	8 day	Increase	A7457
