NAME	BARCODE	TEST_TYPE	SINGLE_REPEAT_TYPE	ADMINISTRATION_ROUTE_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_LEVEL	CATEGORY	VALUE
303	ACETAZOLAMIDE	3017310027	in vivo	Repeat	Gavage	29 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
304	ACETAZOLAMIDE	3017263009	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
305	ACETAZOLAMIDE	3017272010	in vivo	Repeat	Gavage	8 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
306	ACETAZOLAMIDE	3017272007	in vivo	Repeat	Gavage	8 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
307	ACETAZOLAMIDE	3017262017	in vivo	Single	Gavage	24 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
308	ACETAZOLAMIDE	3017272012	in vivo	Repeat	Gavage	8 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
309	ACETAZOLAMIDE	3017272009	in vivo	Repeat	Gavage	8 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
310	ACETAZOLAMIDE	3017262003	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
311	ACETAZOLAMIDE	3017263015	in vivo	Single	Gavage	6 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
312	ACETAZOLAMIDE	3017311006	in vivo	Repeat	Gavage	15 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
313	ACETAZOLAMIDE	3017271030	in vivo	Repeat	Gavage	4 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
314	ACETAZOLAMIDE	3017310029	in vivo	Repeat	Gavage	29 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
315	ACETAZOLAMIDE	3017263010	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
316	ACETAZOLAMIDE	3017272011	in vivo	Repeat	Gavage	8 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
317	ACETAZOLAMIDE	3017296021	in vivo	Single	Gavage	9 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
318	ACETAZOLAMIDE	3017271024	in vivo	Repeat	Gavage	4 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
319	ACETAZOLAMIDE	3017272001	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
320	ACETAZOLAMIDE	3017311007	in vivo	Repeat	Gavage	15 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
321	ACETAZOLAMIDE	3017263014	in vivo	Single	Gavage	6 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
322	ACETAZOLAMIDE	3017271026	in vivo	Repeat	Gavage	4 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
323	ACETAZOLAMIDE	3017271027	in vivo	Repeat	Gavage	4 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
324	ACETAZOLAMIDE	3017271029	in vivo	Repeat	Gavage	4 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
325	ACETAZOLAMIDE	3017262006	in vivo	Single	Gavage	9 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
326	ACETAZOLAMIDE	3017270028	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
327	ACETAZOLAMIDE	3017309030	in vivo	Repeat	Gavage	29 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
328	ACETAZOLAMIDE	3017272004	in vivo	Repeat	Gavage	8 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
329	ACETAZOLAMIDE	3017262027	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
330	ACETAZOLAMIDE	3017272002	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
331	ACETAZOLAMIDE	3017311010	in vivo	Repeat	Gavage	15 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
332	ACETAZOLAMIDE	3017262019	in vivo	Single	Gavage	24 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
333	ACETAZOLAMIDE	3017311012	in vivo	Repeat	Gavage	15 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
334	ACETAZOLAMIDE	3017263012	in vivo	Single	Gavage	6 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
335	ACETAZOLAMIDE	3017309028	in vivo	Repeat	Gavage	29 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
336	ACETAZOLAMIDE	3017262023	in vivo	Single	Gavage	24 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
337	ACETAZOLAMIDE	3017270027	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
338	ACETAZOLAMIDE	3017296023	in vivo	Single	Gavage	9 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
339	ACETAZOLAMIDE	3017263008	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
340	ACETAZOLAMIDE	3017262011	in vivo	Single	Gavage	9 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
341	ACETAZOLAMIDE	3017270030	in vivo	Repeat	Gavage	4 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
342	ACETAZOLAMIDE	3017262026	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
343	ACETAZOLAMIDE	3017263018	in vivo	Single	Gavage	6 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
344	ACETAZOLAMIDE	3017262018	in vivo	Single	Gavage	24 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
345	ACETAZOLAMIDE	3017272003	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
346	ACETAZOLAMIDE	3017311011	in vivo	Repeat	Gavage	15 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
347	ACETAZOLAMIDE	3017263004	in vivo	Single	Gavage	3 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
348	ACETAZOLAMIDE	3017311008	in vivo	Repeat	Gavage	15 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
349	ACETAZOLAMIDE	3017270026	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
350	ACETAZOLAMIDE	3017262013	in vivo	Single	Gavage	9 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
351	ACETAZOLAMIDE	3017311005	in vivo	Repeat	Gavage	15 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
352	ACETAZOLAMIDE	3017271028	in vivo	Repeat	Gavage	4 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
353	ACETAZOLAMIDE	3017310030	in vivo	Repeat	Gavage	29 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
354	ACETAZOLAMIDE	3017272005	in vivo	Repeat	Gavage	8 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
355	ACETAZOLAMIDE	3017270029	in vivo	Repeat	Gavage	4 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
356	ACETAZOLAMIDE	3017311013	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
357	ACETAZOLAMIDE	3017262020	in vivo	Single	Gavage	24 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
358	ACETAZOLAMIDE	3017296024	in vivo	Single	Gavage	9 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
359	ACETAZOLAMIDE	3017296022	in vivo	Single	Gavage	9 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
360	ACETAZOLAMIDE	3017263003	in vivo	Single	Gavage	3 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
361	ACETAZOLAMIDE	3017309029	in vivo	Repeat	Gavage	29 day	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
362	ACETAZOLAMIDE	3017263016	in vivo	Single	Gavage	6 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
363	ACETAZOLAMIDE	3017263017	in vivo	Single	Gavage	6 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
364	ACETAZOLAMIDE	3017262005	in vivo	Single	Gavage	9 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
365	ACETAZOLAMIDE	3017263002	in vivo	Single	Gavage	3 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
366	ACETAZOLAMIDE	3017263019	in vivo	Single	Gavage	6 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
367	ACETAZOLAMIDE	3017263005	in vivo	Single	Gavage	3 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
368	ACETAZOLAMIDE	3017310026	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
369	ACETAZOLAMIDE	3017309026	in vivo	Repeat	Gavage	29 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
370	ACETAZOLAMIDE	3017262028	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
371	ACETAZOLAMIDE	3017262012	in vivo	Single	Gavage	9 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
372	ACETAZOLAMIDE	3017263013	in vivo	Single	Gavage	6 hr	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
373	ACETAZOLAMIDE	3017311009	in vivo	Repeat	Gavage	15 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
374	ACETAZOLAMIDE	3017310025	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
375	ACETAZOLAMIDE	3017309027	in vivo	Repeat	Gavage	29 day	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
376	ACETAZOLAMIDE	3017272006	in vivo	Repeat	Gavage	8 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
377	ACETAZOLAMIDE	3017311003	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
378	ACETAZOLAMIDE	3017262021	in vivo	Single	Gavage	24 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
379	ACETAZOLAMIDE	3017263006	in vivo	Single	Gavage	3 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
380	ACETAZOLAMIDE	3017311004	in vivo	Repeat	Gavage	15 day	60	Low	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
381	ACETAZOLAMIDE	3017263007	in vivo	Single	Gavage	3 hr	600	High	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
382	ACETAZOLAMIDE	3017311002	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
383	ACETAZOLAMIDE	3017262022	in vivo	Single	Gavage	24 hr	200	Middle	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
384	ACETAZOLAMIDE	3017311001	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Inhibit NaCl/ fluid reabsorption in kidney
469	AJMALINE	3017536019	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Block neural transmission
470	AJMALINE	3017382015	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Block neural transmission
471	AJMALINE	3017536004	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Block neural transmission
472	AJMALINE	3017538013	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Block neural transmission
473	AJMALINE	3017538005	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
474	AJMALINE	3017382014	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Block neural transmission
475	AJMALINE	3017382016	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Block neural transmission
476	AJMALINE	3017382021	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Block neural transmission
477	AJMALINE	3017381014	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Block neural transmission
478	AJMALINE	3017381029	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Block neural transmission
479	AJMALINE	3017382020	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Block neural transmission
480	AJMALINE	3017381019	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Block neural transmission
481	AJMALINE	3017536011	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Block neural transmission
482	AJMALINE	3017538004	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
483	AJMALINE	3017381018	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Block neural transmission
484	AJMALINE	3017538003	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Block neural transmission
485	AJMALINE	3017536007	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Block neural transmission
486	AJMALINE	3017536016	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Block neural transmission
487	AJMALINE	3017536009	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Block neural transmission
488	AJMALINE	3017536005	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Block neural transmission
489	AJMALINE	3017382003	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Block neural transmission
490	AJMALINE	3017538014	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Block neural transmission
491	AJMALINE	3017382022	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Block neural transmission
492	AJMALINE	3017382019	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
493	AJMALINE	3017536017	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Block neural transmission
494	AJMALINE	3017382009	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Block neural transmission
495	AJMALINE	3017538002	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Block neural transmission
496	AJMALINE	3017536010	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Block neural transmission
497	AJMALINE	3017536008	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Block neural transmission
498	AJMALINE	3017382018	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
499	AJMALINE	3017382023	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Block neural transmission
500	AJMALINE	3017381030	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Block neural transmission
501	AJMALINE	3017537027	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Block neural transmission
502	AJMALINE	3017382010	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Block neural transmission
503	AJMALINE	3017567019	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Block neural transmission
504	AJMALINE	3017382008	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Block neural transmission
505	AJMALINE	3017537023	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Block neural transmission
506	AJMALINE	3017381017	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Block neural transmission
507	AJMALINE	3017538007	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Block neural transmission
508	AJMALINE	3017536015	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Block neural transmission
509	AJMALINE	3017538010	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Block neural transmission
510	AJMALINE	3017382013	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Block neural transmission
511	AJMALINE	3017382004	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Block neural transmission
512	AJMALINE	3017382011	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Block neural transmission
513	AJMALINE	3017536018	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Block neural transmission
514	AJMALINE	3017536020	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Block neural transmission
515	AJMALINE	3017382026	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Block neural transmission
516	AJMALINE	3017538009	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Block neural transmission
517	AJMALINE	3017382012	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Block neural transmission
518	AJMALINE	3017537029	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Block neural transmission
519	AJMALINE	3017538001	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Block neural transmission
520	AJMALINE	3017536021	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Block neural transmission
521	AJMALINE	3017537021	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Block neural transmission
522	AJMALINE	3017536014	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Block neural transmission
523	AJMALINE	3017538011	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Block neural transmission
524	AJMALINE	3017538008	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Block neural transmission
525	AJMALINE	3017537026	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Block neural transmission
526	AJMALINE	3017382027	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Block neural transmission
527	AJMALINE	3017537024	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Block neural transmission
528	AJMALINE	3017382005	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
529	AJMALINE	3017381025	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
530	AJMALINE	3017538012	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Block neural transmission
531	AJMALINE	3017410017	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
532	AJMALINE	3017381012	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Block neural transmission
533	AJMALINE	3017382002	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Block neural transmission
534	AJMALINE	3017537030	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Block neural transmission
535	AJMALINE	3017381024	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Block neural transmission
536	AJMALINE	3017382028	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Block neural transmission
537	AJMALINE	3017382001	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Block neural transmission
538	AJMALINE	3017381026	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Block neural transmission
539	AJMALINE	3017536012	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Block neural transmission
540	AJMALINE	3017381028	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Block neural transmission
541	AJMALINE	3017382006	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
542	AJMALINE	3017537022	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Block neural transmission
543	AJMALINE	3017538006	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Block neural transmission
544	AJMALINE	3017381011	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Block neural transmission
545	AJMALINE	3017381022	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Block neural transmission
546	AJMALINE	3017381021	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Block neural transmission
547	AJMALINE	3017536013	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Block neural transmission
548	AJMALINE	3017537028	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Block neural transmission
549	AJMALINE	3017382017	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Block neural transmission
550	AJMALINE	3017537025	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Block neural transmission
551	AJMALINE	3017381015	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Block neural transmission
552	AJMALINE	3017536002	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
553	AJMALINE	3017381020	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Block neural transmission
554	AJMALINE	3017382007	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Block neural transmission
555	AJMALINE	3017381013	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Block neural transmission
556	AJMALINE	3017536022	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Block neural transmission
557	AJMALINE	3017381027	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Block neural transmission
558	AJMALINE	3017536023	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Block neural transmission
559	AJMALINE	3017381016	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Block neural transmission
560	AJMALINE	3017536003	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
561	AJMALINE	3017536001	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Block neural transmission
562	AJMALINE	3017382024	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Block neural transmission
563	AJMALINE	3017536024	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Block neural transmission
564	AJMALINE	3017382025	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Block neural transmission
565	ALLOPURINOL	3017750024	in vivo	Repeat	Gavage	15 day	15	Low	MECHANISM	Inhibit precursor synthesis
566	ALLOPURINOL	3017748026	in vivo	Repeat	Gavage	8 day	15	Low	MECHANISM	Inhibit precursor synthesis
567	ALLOPURINOL	3017751014	in vivo	Repeat	Gavage	29 day	150	High	MECHANISM	Inhibit precursor synthesis
568	ALLOPURINOL	3017693030	in vivo	Single	Gavage	9 hr	15	Low	MECHANISM	Inhibit precursor synthesis
569	ALLOPURINOL	3017750025	in vivo	Repeat	Gavage	15 day	15	Low	MECHANISM	Inhibit precursor synthesis
570	ALLOPURINOL	3017695003	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit precursor synthesis
571	ALLOPURINOL	3017694020	in vivo	Single	Gavage	24 hr	150	High	MECHANISM	Inhibit precursor synthesis
572	ALLOPURINOL	3017748025	in vivo	Repeat	Gavage	8 day	15	Low	MECHANISM	Inhibit precursor synthesis
573	ALLOPURINOL	3017748024	in vivo	Repeat	Gavage	8 day	15	Low	MECHANISM	Inhibit precursor synthesis
574	ALLOPURINOL	3017693029	in vivo	Single	Gavage	9 hr	15	Low	MECHANISM	Inhibit precursor synthesis
575	ALLOPURINOL	3017694022	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Inhibit precursor synthesis
576	ALLOPURINOL	3017695006	in vivo	Single	Gavage	6 hr	15	Low	MECHANISM	Inhibit precursor synthesis
577	ALLOPURINOL	3017751012	in vivo	Repeat	Gavage	29 day	150	High	MECHANISM	Inhibit precursor synthesis
578	ALLOPURINOL	3017751013	in vivo	Repeat	Gavage	29 day	150	High	MECHANISM	Inhibit precursor synthesis
579	ALLOPURINOL	3017693026	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Inhibit precursor synthesis
580	ALLOPURINOL	3017695005	in vivo	Single	Gavage	6 hr	15	Low	MECHANISM	Inhibit precursor synthesis
581	ALLOPURINOL	3017694018	in vivo	Single	Gavage	24 hr	150	High	MECHANISM	Inhibit precursor synthesis
582	ALLOPURINOL	3017695004	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit precursor synthesis
583	ALLOPURINOL	3017694010	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Inhibit precursor synthesis
584	ALLOPURINOL	3017694001	in vivo	Single	Gavage	9 hr	15	Low	MECHANISM	Inhibit precursor synthesis
585	ALLOPURINOL	3017694011	in vivo	Single	Gavage	24 hr	15	Low	MECHANISM	Inhibit precursor synthesis
586	ALLOPURINOL	3017751001	in vivo	Repeat	Gavage	15 day	150	High	MECHANISM	Inhibit precursor synthesis
587	ALLOPURINOL	3017695002	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Inhibit precursor synthesis
588	ALLOPURINOL	3017694025	in vivo	Single	Gavage	3 hr	15	Low	MECHANISM	Inhibit precursor synthesis
589	ALLOPURINOL	3017749002	in vivo	Repeat	Gavage	8 day	150	High	MECHANISM	Inhibit precursor synthesis
590	ALLOPURINOL	3017748015	in vivo	Repeat	Gavage	4 day	50	Middle	MECHANISM	Inhibit precursor synthesis
591	ALLOPURINOL	3017748013	in vivo	Repeat	Gavage	4 day	15	Low	MECHANISM	Inhibit precursor synthesis
