treatment	chems	SIN_REP_TYPE	SACRI_PERIOD	DOSE_LEVEL	Out	Change
Liver_acetaminophen_Low_6hr_Single	acetaminophen	Single	6 hr	Low	Fbg.mg.dL.	Decrease
Liver_acetaminophen_Low_6hr_Single	acetaminophen	Single	6 hr	Low	RBC.x10_4.ul.	Decrease
Liver_acetaminophen_Low_6hr_Single	acetaminophen	Single	6 hr	Low	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Low_8day_Repeat	acetaminophen	Repeat	8 day	Low	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Low_9hr_Single	acetaminophen	Single	9 hr	Low	K.meq.L.	Increase
Liver_acetaminophen_Low_9hr_Single	acetaminophen	Single	9 hr	Low	Eos...	Increase
Liver_acetaminophen_Low_9hr_Single	acetaminophen	Single	9 hr	Low	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Low_9hr_Single	acetaminophen	Single	9 hr	Low	RBC.x10_4.ul.	Decrease
Liver_acetaminophen_Low_9hr_Single	acetaminophen	Single	9 hr	Low	Hb.g.dL.	Decrease
Liver_acetaminophen_Middle_15day_Repeat	acetaminophen	Repeat	15 day	Middle	IP.mg.dL.	Increase
Liver_acetaminophen_Middle_15day_Repeat	acetaminophen	Repeat	15 day	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_15day_Repeat	acetaminophen	Repeat	15 day	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_24hr_Single	acetaminophen	Single	24 hr	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_24hr_Single	acetaminophen	Single	24 hr	Middle	Eos...	Increase
Liver_acetaminophen_Middle_24hr_Single	acetaminophen	Single	24 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_29day_Repeat	acetaminophen	Repeat	29 day	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_29day_Repeat	acetaminophen	Repeat	29 day	Middle	TP.g.dL.	Increase
Liver_acetaminophen_Middle_29day_Repeat	acetaminophen	Repeat	29 day	Middle	PL.mg.dL.	Increase
Liver_acetaminophen_Middle_29day_Repeat	acetaminophen	Repeat	29 day	Middle	IP.mg.dL.	Increase
Liver_acetaminophen_Middle_3hr_Single	acetaminophen	Single	3 hr	Middle	IP.mg.dL.	Increase
Liver_acetaminophen_Middle_3hr_Single	acetaminophen	Single	3 hr	Middle	Eos...	Increase
Liver_acetaminophen_Middle_3hr_Single	acetaminophen	Single	3 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_3hr_Single	acetaminophen	Single	3 hr	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_4day_Repeat	acetaminophen	Repeat	4 day	Middle	IP.mg.dL.	Increase
Liver_acetaminophen_Middle_4day_Repeat	acetaminophen	Repeat	4 day	Middle	AST.IU.L.	Decrease
Liver_acetaminophen_Middle_4day_Repeat	acetaminophen	Repeat	4 day	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_6hr_Single	acetaminophen	Single	6 hr	Middle	MCV.fL.	Increase
Liver_acetaminophen_Middle_6hr_Single	acetaminophen	Single	6 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_6hr_Single	acetaminophen	Single	6 hr	Middle	Eos...	Increase
Liver_acetaminophen_Middle_6hr_Single	acetaminophen	Single	6 hr	Middle	RBC.x10_4.ul.	Decrease
Liver_acetaminophen_Middle_8day_Repeat	acetaminophen	Repeat	8 day	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_8day_Repeat	acetaminophen	Repeat	8 day	Middle	WBC.x10_2.uL.	Decrease
Liver_acetaminophen_Middle_8day_Repeat	acetaminophen	Repeat	8 day	Middle	IP.mg.dL.	Increase
Liver_acetaminophen_Middle_9hr_Single	acetaminophen	Single	9 hr	Middle	K.meq.L.	Increase
Liver_acetaminophen_Middle_9hr_Single	acetaminophen	Single	9 hr	Middle	Eos...	Increase
Liver_acetaminophen_Middle_9hr_Single	acetaminophen	Single	9 hr	Middle	WBC.x10_2.uL.	Decrease
Liver_acetazolamide_Control_29day_Repeat	acetazolamide	Repeat	29 day	Control	CRE.mg.dL.	Decrease
Liver_acetazolamide_Control_4day_Repeat	acetazolamide	Repeat	4 day	Control	PT.s.	Increase
Liver_acetazolamide_Control_9hr_Single	acetazolamide	Single	9 hr	Control	PT.s.	Increase
Liver_acetazolamide_Control_9hr_Single	acetazolamide	Single	9 hr	Control	MCHC...	Decrease
Liver_acetazolamide_High_15day_Repeat	acetazolamide	Repeat	15 day	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_24hr_Single	acetazolamide	Single	24 hr	High	LIVER.g.	Decrease
Liver_acetazolamide_High_24hr_Single	acetazolamide	Single	24 hr	High	AST.IU.L.	Decrease
Liver_acetazolamide_High_24hr_Single	acetazolamide	Single	24 hr	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_29day_Repeat	acetazolamide	Repeat	29 day	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_3hr_Single	acetazolamide	Single	3 hr	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_3hr_Single	acetazolamide	Single	3 hr	High	MCHC...	Decrease
Liver_acetazolamide_High_4day_Repeat	acetazolamide	Repeat	4 day	High	BUN.mg.dL.	Increase
Liver_acetazolamide_High_4day_Repeat	acetazolamide	Repeat	4 day	High	LIVER.g.	Decrease
Liver_acetazolamide_High_4day_Repeat	acetazolamide	Repeat	4 day	High	PT.s.	Increase
Liver_acetazolamide_High_4day_Repeat	acetazolamide	Repeat	4 day	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_6hr_Single	acetazolamide	Single	6 hr	High	Fbg.mg.dL.	Increase
Liver_acetazolamide_High_6hr_Single	acetazolamide	Single	6 hr	High	Eos...	Increase
Liver_acetazolamide_High_6hr_Single	acetazolamide	Single	6 hr	High	TP.g.dL.	Increase
Liver_acetazolamide_High_6hr_Single	acetazolamide	Single	6 hr	High	MCHC...	Decrease
Liver_acetazolamide_High_6hr_Single	acetazolamide	Single	6 hr	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_8day_Repeat	acetazolamide	Repeat	8 day	High	Cl.meq.L.	Increase
Liver_acetazolamide_High_9hr_Single	acetazolamide	Single	9 hr	High	TP.g.dL.	Increase
Liver_acetazolamide_High_9hr_Single	acetazolamide	Single	9 hr	High	TG.mg.dL.	Decrease
Liver_acetazolamide_High_9hr_Single	acetazolamide	Single	9 hr	High	MCHC...	Decrease
Liver_acetazolamide_High_9hr_Single	acetazolamide	Single	9 hr	High	Cl.meq.L.	Increase
Liver_acetazolamide_Low_3hr_Single	acetazolamide	Single	3 hr	Low	Cl.meq.L.	Increase
Liver_acetazolamide_Low_3hr_Single	acetazolamide	Single	3 hr	Low	PT.s.	Increase
Liver_acetazolamide_Low_6hr_Single	acetazolamide	Single	6 hr	Low	MCHC...	Decrease
Liver_acetazolamide_Low_6hr_Single	acetazolamide	Single	6 hr	Low	TP.g.dL.	Increase
Liver_acetazolamide_Low_6hr_Single	acetazolamide	Single	6 hr	Low	Cl.meq.L.	Increase
Liver_acetazolamide_Low_9hr_Single	acetazolamide	Single	9 hr	Low	Cl.meq.L.	Increase
Liver_acetazolamide_Low_9hr_Single	acetazolamide	Single	9 hr	Low	MCHC...	Decrease
Liver_acetazolamide_Low_9hr_Single	acetazolamide	Single	9 hr	Low	TP.g.dL.	Increase
Liver_acetazolamide_Middle_24hr_Single	acetazolamide	Single	24 hr	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_24hr_Single	acetazolamide	Single	24 hr	Middle	AST.IU.L.	Decrease
Liver_acetazolamide_Middle_29day_Repeat	acetazolamide	Repeat	29 day	Middle	CRE.mg.dL.	Decrease
Liver_acetazolamide_Middle_3hr_Single	acetazolamide	Single	3 hr	Middle	MCHC...	Decrease
Liver_acetazolamide_Middle_3hr_Single	acetazolamide	Single	3 hr	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_4day_Repeat	acetazolamide	Repeat	4 day	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_6hr_Single	acetazolamide	Single	6 hr	Middle	TP.g.dL.	Increase
Liver_acetazolamide_Middle_6hr_Single	acetazolamide	Single	6 hr	Middle	Fbg.mg.dL.	Increase
Liver_acetazolamide_Middle_6hr_Single	acetazolamide	Single	6 hr	Middle	MCHC...	Decrease
Liver_acetazolamide_Middle_6hr_Single	acetazolamide	Single	6 hr	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_8day_Repeat	acetazolamide	Repeat	8 day	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	TG.mg.dL.	Decrease
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	TP.g.dL.	Increase
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	Fbg.mg.dL.	Increase
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	Cl.meq.L.	Increase
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	MCV.fL.	Increase
Liver_acetazolamide_Middle_9hr_Single	acetazolamide	Single	9 hr	Middle	MCHC...	Decrease
Liver_adapin_Low_6hr_Single	adapin	Single	6 hr	Low	Na.meq.L.	Increase
Liver_adapin_Low_9hr_Single	adapin	Single	9 hr	Low	APTT.s.	Increase
Liver_adapin_Middle_24hr_Single	adapin	Single	24 hr	Middle	LIVER.g.	Decrease
Liver_adapin_Middle_24hr_Single	adapin	Single	24 hr	Middle	Hb.g.dL.	Increase
Liver_adapin_Middle_24hr_Single	adapin	Single	24 hr	Middle	Ht...	Increase
Liver_adapin_Middle_24hr_Single	adapin	Single	24 hr	Middle	TERMINAL_BW.g.	Decrease
Liver_adapin_Middle_3hr_Single	adapin	Single	3 hr	Middle	MCHC...	Decrease
Liver_adapin_Middle_3hr_Single	adapin	Single	3 hr	Middle	Na.meq.L.	Increase
Liver_adapin_Middle_6hr_Single	adapin	Single	6 hr	Middle	Na.meq.L.	Increase
Liver_adapin_Middle_6hr_Single	adapin	Single	6 hr	Middle	TG.mg.dL.	Decrease
Liver_adapin_Middle_9hr_Single	adapin	Single	9 hr	Middle	TG.mg.dL.	Decrease
Liver_adapin_Middle_9hr_Single	adapin	Single	9 hr	Middle	Na.meq.L.	Increase
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	LDH.IU.L.	Increase
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	ALT.IU.L.	Increase
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	GLC.mg.dL.	Decrease
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	AST.IU.L.	Increase
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	Lym...	Decrease
Liver_aflatoxin_B1_High_24hr_Single	aflatoxin_B1	Single	24 hr	High	Neu...	Increase
Liver_aflatoxin_B1_Low_24hr_Single	aflatoxin_B1	Single	24 hr	Low	LDH.IU.L.	Increase
Liver_aflatoxin_B1_Middle_24hr_Single	aflatoxin_B1	Single	24 hr	Middle	LDH.IU.L.	Increase
Liver_aflatoxin_B1_Middle_24hr_Single	aflatoxin_B1	Single	24 hr	Middle	ALT.IU.L.	Increase
Liver_aflatoxin_B1_Middle_24hr_Single	aflatoxin_B1	Single	24 hr	Middle	AST.IU.L.	Increase
Liver_ajmaline_Control_3hr_Single	ajmaline	Single	3 hr	Control	Ret...	Increase
Liver_ajmaline_Control_9hr_Single	ajmaline	Single	9 hr	Control	CRE.mg.dL.	Increase
Liver_ajmaline_Control_9hr_Single	ajmaline	Single	9 hr	Control	Fbg.mg.dL.	Decrease
Liver_ajmaline_High_15day_Repeat	ajmaline	Repeat	15 day	High	TBIL.mg.dL.	Increase
Liver_ajmaline_High_3hr_Single	ajmaline	Single	3 hr	High	Ret...	Increase
Liver_ajmaline_High_4day_Repeat	ajmaline	Repeat	4 day	High	MCHC...	Decrease
Liver_ajmaline_High_6hr_Single	ajmaline	Single	6 hr	High	Ret...	Increase
Liver_ajmaline_High_6hr_Single	ajmaline	Single	6 hr	High	Eos...	Increase
Liver_ajmaline_High_9hr_Single	ajmaline	Single	9 hr	High	Ret...	Increase
Liver_ajmaline_Low_29day_Repeat	ajmaline	Repeat	29 day	Low	PT.s.	Decrease
Liver_ajmaline_Low_3hr_Single	ajmaline	Single	3 hr	Low	Ret...	Increase
Liver_ajmaline_Low_8day_Repeat	ajmaline	Repeat	8 day	Low	Mono...	Increase
Liver_ajmaline_Middle_24hr_Single	ajmaline	Single	24 hr	Middle	Ret...	Increase
Liver_ajmaline_Middle_3hr_Single	ajmaline	Single	3 hr	Middle	Ret...	Increase
Liver_ajmaline_Middle_6hr_Single	ajmaline	Single	6 hr	Middle	Fbg.mg.dL.	Decrease
Liver_ajmaline_Middle_6hr_Single	ajmaline	Single	6 hr	Middle	Neu...	Decrease
Liver_ajmaline_Middle_8day_Repeat	ajmaline	Repeat	8 day	Middle	Ca.mg.dL.	Increase
Liver_ajmaline_Middle_9hr_Single	ajmaline	Single	9 hr	Middle	A.G	Increase
Liver_allopurinol_Control_4day_Repeat	allopurinol	Repeat	4 day	Control	Mono...	Increase
Liver_allopurinol_Control_8day_Repeat	allopurinol	Repeat	8 day	Control	Na.meq.L.	Decrease
Liver_allopurinol_Control_8day_Repeat	allopurinol	Repeat	8 day	Control	Ht...	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	IP.mg.dL.	Decrease
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	WBC.x10_2.uL.	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	GTP.IU.L.	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	Neu...	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	BUN.mg.dL.	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	Lym...	Decrease
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	CRE.mg.dL.	Increase
Liver_allopurinol_High_15day_Repeat	allopurinol	Repeat	15 day	High	Fbg.mg.dL.	Increase
Liver_allopurinol_High_29day_Repeat	allopurinol	Repeat	29 day	High	Ca.mg.dL.	Increase
Liver_allopurinol_High_29day_Repeat	allopurinol	Repeat	29 day	High	BUN.mg.dL.	Increase
Liver_allopurinol_High_29day_Repeat	allopurinol	Repeat	29 day	High	CRE.mg.dL.	Increase
Liver_allopurinol_High_29day_Repeat	allopurinol	Repeat	29 day	High	WBC.x10_2.uL.	Increase
Liver_allopurinol_High_4day_Repeat	allopurinol	Repeat	4 day	High	BUN.mg.dL.	Increase
Liver_allopurinol_High_4day_Repeat	allopurinol	Repeat	4 day	High	GTP.IU.L.	Increase
Liver_allopurinol_High_4day_Repeat	allopurinol	Repeat	4 day	High	CRE.mg.dL.	Increase
Liver_allopurinol_High_4day_Repeat	allopurinol	Repeat	4 day	High	TP.g.dL.	Increase
Liver_allopurinol_High_4day_Repeat	allopurinol	Repeat	4 day	High	Fbg.mg.dL.	Increase
Liver_allopurinol_High_6hr_Single	allopurinol	Single	6 hr	High	Ca.mg.dL.	Increase
Liver_allopurinol_High_8day_Repeat	allopurinol	Repeat	8 day	High	IP.mg.dL.	Decrease
Liver_allopurinol_High_8day_Repeat	allopurinol	Repeat	8 day	High	CRE.mg.dL.	Increase
Liver_allopurinol_High_8day_Repeat	allopurinol	Repeat	8 day	High	BUN.mg.dL.	Increase
Liver_allopurinol_Low_4day_Repeat	allopurinol	Repeat	4 day	Low	Plat.x10_4.uL.	Decrease
Liver_allopurinol_Low_8day_Repeat	allopurinol	Repeat	8 day	Low	ALT.IU.L.	Decrease
Liver_allopurinol_Middle_6hr_Single	allopurinol	Single	6 hr	Middle	Ca.mg.dL.	Increase
Liver_allyl_alcohol_Control_15day_Repeat	allyl_alcohol	Repeat	15 day	Control	K.meq.L.	Decrease
Liver_allyl_alcohol_Control_3hr_Single	allyl_alcohol	Single	3 hr	Control	PL.mg.dL.	Increase
Liver_allyl_alcohol_Control_3hr_Single	allyl_alcohol	Single	3 hr	Control	TG.mg.dL.	Increase
Liver_allyl_alcohol_Control_3hr_Single	allyl_alcohol	Single	3 hr	Control	DBIL.mg.dL.	Increase
Liver_allyl_alcohol_High_15day_Repeat	allyl_alcohol	Repeat	15 day	High	WBC.x10_2.uL.	Increase
Liver_allyl_alcohol_High_15day_Repeat	allyl_alcohol	Repeat	15 day	High	Plat.x10_4.uL.	Increase
Liver_allyl_alcohol_High_24hr_Single	allyl_alcohol	Single	24 hr	High	TP.g.dL.	Decrease
Liver_allyl_alcohol_High_3hr_Single	allyl_alcohol	Single	3 hr	High	TBIL.mg.dL.	Increase
Liver_allyl_alcohol_High_3hr_Single	allyl_alcohol	Single	3 hr	High	TG.mg.dL.	Increase
Liver_allyl_alcohol_High_3hr_Single	allyl_alcohol	Single	3 hr	High	DBIL.mg.dL.	Increase
Liver_allyl_alcohol_High_4day_Repeat	allyl_alcohol	Repeat	4 day	High	TP.g.dL.	Decrease
Liver_allyl_alcohol_High_6hr_Single	allyl_alcohol	Single	6 hr	High	AST.IU.L.	Increase
Liver_allyl_alcohol_High_6hr_Single	allyl_alcohol	Single	6 hr	High	DBIL.mg.dL.	Increase
Liver_allyl_alcohol_High_6hr_Single	allyl_alcohol	Single	6 hr	High	LDH.IU.L.	Increase
Liver_allyl_alcohol_High_6hr_Single	allyl_alcohol	Single	6 hr	High	ALT.IU.L.	Increase
Liver_allyl_alcohol_High_8day_Repeat	allyl_alcohol	Repeat	8 day	High	ALT.IU.L.	Increase
Liver_allyl_alcohol_High_8day_Repeat	allyl_alcohol	Repeat	8 day	High	AST.IU.L.	Increase
Liver_allyl_alcohol_High_8day_Repeat	allyl_alcohol	Repeat	8 day	High	BUN.mg.dL.	Decrease
Liver_allyl_alcohol_High_8day_Repeat	allyl_alcohol	Repeat	8 day	High	LDH.IU.L.	Increase
Liver_allyl_alcohol_Low_3hr_Single	allyl_alcohol	Single	3 hr	Low	DBIL.mg.dL.	Increase
Liver_allyl_alcohol_Low_3hr_Single	allyl_alcohol	Single	3 hr	Low	TG.mg.dL.	Increase
Liver_allyl_alcohol_Middle_3hr_Single	allyl_alcohol	Single	3 hr	Middle	TG.mg.dL.	Increase
Liver_allyl_alcohol_Middle_3hr_Single	allyl_alcohol	Single	3 hr	Middle	Ret...	Decrease
Liver_allyl_alcohol_Middle_3hr_Single	allyl_alcohol	Single	3 hr	Middle	DBIL.mg.dL.	Increase
Liver_allyl_alcohol_Middle_6hr_Single	allyl_alcohol	Single	6 hr	Middle	DBIL.mg.dL.	Increase
Liver_amiodarone_Control_15day_Repeat	amiodarone	Repeat	15 day	Control	Cl.meq.L.	Decrease
Liver_amiodarone_Control_15day_Repeat	amiodarone	Repeat	15 day	Control	GLC.mg.dL.	Increase
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	Ca.mg.dL.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	TG.mg.dL.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	Ret...	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	TC.mg.dL.	Increase
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	RBC.x10_4.ul.	Increase
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	PL.mg.dL.	Increase
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	Cl.meq.L.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	Fbg.mg.dL.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	Hb.g.dL.	Increase
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	TERMINAL_BW.g.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	LIVER.g.	Decrease
Liver_amiodarone_High_15day_Repeat	amiodarone	Repeat	15 day	High	MCV.fL.	Decrease
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	Ca.mg.dL.	Decrease
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	Lym...	Decrease
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	Neu...	Increase
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	Plat.x10_4.uL.	Increase
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	TERMINAL_BW.g.	Decrease
Liver_amiodarone_High_29day_Repeat	amiodarone	Repeat	29 day	High	TC.mg.dL.	Increase
Liver_amiodarone_High_4day_Repeat	amiodarone	Repeat	4 day	High	APTT.s.	Increase
Liver_amiodarone_High_4day_Repeat	amiodarone	Repeat	4 day	High	TC.mg.dL.	Increase
Liver_amiodarone_High_4day_Repeat	amiodarone	Repeat	4 day	High	Ca.mg.dL.	Decrease
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	LIVER.g.	Decrease
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	TG.mg.dL.	Decrease
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	APTT.s.	Increase
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	Ca.mg.dL.	Decrease
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	Ret...	Decrease
Liver_amiodarone_High_8day_Repeat	amiodarone	Repeat	8 day	High	TC.mg.dL.	Increase
Liver_amitriptyline_Control_15day_Repeat	amitriptyline	Repeat	15 day	Control	A.G	Decrease
Liver_amitriptyline_Control_3hr_Single	amitriptyline	Single	3 hr	Control	RALB.g.dL.	Decrease
Liver_amitriptyline_High_24hr_Single	amitriptyline	Single	24 hr	High	LIVER.g.	Decrease
Liver_amitriptyline_High_24hr_Single	amitriptyline	Single	24 hr	High	PT.s.	Increase
Liver_amitriptyline_High_29day_Repeat	amitriptyline	Repeat	29 day	High	PL.mg.dL.	Decrease
Liver_amitriptyline_High_3hr_Single	amitriptyline	Single	3 hr	High	Na.meq.L.	Increase
Liver_amitriptyline_High_6hr_Single	amitriptyline	Single	6 hr	High	Cl.meq.L.	Increase
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	Hb.g.dL.	Increase
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	Ht...	Increase
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	LIVER.g.	Decrease
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	TERMINAL_BW.g.	Decrease
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	RBC.x10_4.ul.	Increase
Liver_amitriptyline_High_8day_Repeat	amitriptyline	Repeat	8 day	High	Fbg.mg.dL.	Increase
Liver_amitriptyline_Low_6hr_Single	amitriptyline	Single	6 hr	Low	RALB.g.dL.	Decrease
Liver_amphotericin_B_Control_15day_Repeat	amphotericin_B	Repeat	15 day	Control	A.G	Decrease
Liver_amphotericin_B_High_15day_Repeat	amphotericin_B	Repeat	15 day	High	A.G	Decrease
Liver_amphotericin_B_High_15day_Repeat	amphotericin_B	Repeat	15 day	High	BUN.mg.dL.	Increase
Liver_amphotericin_B_High_29day_Repeat	amphotericin_B	Repeat	29 day	High	RALB.g.dL.	Decrease
Liver_amphotericin_B_High_29day_Repeat	amphotericin_B	Repeat	29 day	High	A.G	Decrease
Liver_amphotericin_B_Low_15day_Repeat	amphotericin_B	Repeat	15 day	Low	A.G	Decrease
Liver_amphotericin_B_Low_24hr_Single	amphotericin_B	Single	24 hr	Low	GLC.mg.dL.	Decrease
Liver_amphotericin_B_Low_24hr_Single	amphotericin_B	Single	24 hr	Low	LDH.IU.L.	Decrease
Liver_amphotericin_B_Low_24hr_Single	amphotericin_B	Single	24 hr	Low	APTT.s.	Decrease
Liver_amphotericin_B_Low_6hr_Single	amphotericin_B	Single	6 hr	Low	Na.meq.L.	Increase
Liver_amphotericin_B_Low_8day_Repeat	amphotericin_B	Repeat	8 day	Low	APTT.s.	Decrease
Liver_amphotericin_B_Middle_15day_Repeat	amphotericin_B	Repeat	15 day	Middle	A.G	Decrease
Liver_amphotericin_B_Middle_29day_Repeat	amphotericin_B	Repeat	29 day	Middle	RALB.g.dL.	Decrease
Liver_amphotericin_B_Middle_4day_Repeat	amphotericin_B	Repeat	4 day	Middle	MCH.pg.	Decrease
Liver_amphotericin_B_Middle_4day_Repeat	amphotericin_B	Repeat	4 day	Middle	MCV.fL.	Decrease
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	GTP.IU.L.	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	ALT.IU.L.	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	LDH.IU.L.	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	Neu...	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	Hb.g.dL.	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	AST.IU.L.	Increase
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	Lym...	Decrease
Liver_amphotericin_B_Middle_6hr_Single	amphotericin_B	Single	6 hr	Middle	BUN.mg.dL.	Increase
Liver_amphotericin_B_Middle_9hr_Single	amphotericin_B	Single	9 hr	Middle	Cl.meq.L.	Increase
Liver_amphotericin_B_Middle_9hr_Single	amphotericin_B	Single	9 hr	Middle	BUN.mg.dL.	Increase
Liver_amphotericin_B_Middle_9hr_Single	amphotericin_B	Single	9 hr	Middle	Plat.x10_4.uL.	Increase
Liver_amphotericin_B_Middle_9hr_Single	amphotericin_B	Single	9 hr	Middle	MCV.fL.	Decrease
Liver_aspirin_Control_24hr_Single	aspirin	Single	24 hr	Control	MCHC...	Increase
Liver_aspirin_Control_3hr_Single	aspirin	Single	3 hr	Control	MCHC...	Increase
Liver_aspirin_Control_6hr_Single	aspirin	Single	6 hr	Control	MCHC...	Increase
Liver_aspirin_Control_9hr_Single	aspirin	Single	9 hr	Control	MCHC...	Increase
Liver_aspirin_High_24hr_Single	aspirin	Single	24 hr	High	LIVER.g.	Decrease
Liver_aspirin_High_24hr_Single	aspirin	Single	24 hr	High	K.meq.L.	Decrease
Liver_aspirin_High_24hr_Single	aspirin	Single	24 hr	High	IP.mg.dL.	Decrease
