ID	altID	ClassUpper	ClassLower	Group
BSK_hDFCGF_PAI1_down	BSK_hDFCGF_PAI1_down	regulation of gene expression	plasmogen activator inhibitor	Toxcast
BSK_hDFCGF_PAI1_up	BSK_hDFCGF_PAI1_up	regulation of gene expression	plasmogen activator inhibitor	Toxcast
BSK_hDFCGF_Proliferation_down	BSK_hDFCGF_Proliferation_down	cell proliferation	cytotoxicity	Toxcast
BSK_hDFCGF_Proliferation_up	BSK_hDFCGF_Proliferation_up	cell proliferation	proliferation	Toxcast
BSK_hDFCGF_SRB_down	BSK_hDFCGF_SRB_down	cell death	cytotoxicity	Toxcast
BSK_hDFCGF_SRB_up	BSK_hDFCGF_SRB_up	cell death	cell conformation	Toxcast
BSK_hDFCGF_TIMP1_down	BSK_hDFCGF_TIMP1_down	regulation of gene expression	metalloproteinase inhibitor	Toxcast
BSK_hDFCGF_TIMP1_up	BSK_hDFCGF_TIMP1_up	regulation of gene expression	metalloproteinase inhibitor	Toxcast
BSK_hDFCGF_VCAM1_down	BSK_hDFCGF_VCAM1_down	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_hDFCGF_VCAM1_up	BSK_hDFCGF_VCAM1_up	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_KF3CT_ICAM1_down	BSK_KF3CT_ICAM1_down	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_KF3CT_ICAM1_up	BSK_KF3CT_ICAM1_up	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_KF3CT_IL1a_down	BSK_KF3CT_IL1a_down	regulation of gene expression	interleukins	Toxcast
BSK_KF3CT_IL1a_up	BSK_KF3CT_IL1a_up	regulation of gene expression	interleukins	Toxcast
BSK_KF3CT_IP10_down	BSK_KF3CT_IP10_down	regulation of gene expression	chemotactic factor	Toxcast
BSK_KF3CT_IP10_up	BSK_KF3CT_IP10_up	regulation of gene expression	chemotactic factor	Toxcast
BSK_KF3CT_MCP1_down	BSK_KF3CT_MCP1_down	regulation of gene expression	chemotactic factor	Toxcast
BSK_KF3CT_MCP1_up	BSK_KF3CT_MCP1_up	regulation of gene expression	chemotactic factor	Toxcast
BSK_KF3CT_MMP9_down	BSK_KF3CT_MMP9_down	regulation of gene expression	matrix metalloproteinase	Toxcast
BSK_KF3CT_MMP9_up	BSK_KF3CT_MMP9_up	regulation of gene expression	matrix metalloproteinase	Toxcast
BSK_KF3CT_SRB_down	BSK_KF3CT_SRB_down	cell death	cytotoxicity	Toxcast
BSK_KF3CT_SRB_up	BSK_KF3CT_SRB_up	cell death	cell conformation	Toxcast
BSK_KF3CT_TGFb1_down	BSK_KF3CT_TGFb1_down	regulation of gene expression	transforming growth factor beta	Toxcast
BSK_KF3CT_TGFb1_up	BSK_KF3CT_TGFb1_up	regulation of gene expression	transforming growth factor beta	Toxcast
BSK_KF3CT_TIMP2_down	BSK_KF3CT_TIMP2_down	regulation of gene expression	metalloproteinase inhibitor	Toxcast
BSK_KF3CT_TIMP2_up	BSK_KF3CT_TIMP2_up	regulation of gene expression	metalloproteinase inhibitor	Toxcast
BSK_KF3CT_uPA_down	BSK_KF3CT_uPA_down	regulation of gene expression	serine protease	Toxcast
BSK_KF3CT_uPA_up	BSK_KF3CT_uPA_up	regulation of gene expression	serine protease	Toxcast
BSK_LPS_CD40_down	BSK_LPS_CD40_down	regulation of gene expression	inflammatory factor	Toxcast
BSK_LPS_CD40_up	BSK_LPS_CD40_up	regulation of gene expression	inflammatory factor	Toxcast
BSK_LPS_Eselectin_down	BSK_LPS_Eselectin_down	regulation of gene expression	selectins	Toxcast
BSK_LPS_Eselectin_up	BSK_LPS_Eselectin_up	regulation of gene expression	selectins	Toxcast
BSK_LPS_IL1a_down	BSK_LPS_IL1a_down	regulation of gene expression	interleukins	Toxcast
BSK_LPS_IL1a_up	BSK_LPS_IL1a_up	regulation of gene expression	interleukins	Toxcast
BSK_LPS_IL8_down	BSK_LPS_IL8_down	regulation of gene expression	interleukins	Toxcast
BSK_LPS_IL8_up	BSK_LPS_IL8_up	regulation of gene expression	interleukins	Toxcast
BSK_LPS_MCP1_down	BSK_LPS_MCP1_down	regulation of gene expression	chemotactic factor	Toxcast
BSK_LPS_MCP1_up	BSK_LPS_MCP1_up	regulation of gene expression	chemotactic factor	Toxcast
BSK_LPS_MCSF_down	BSK_LPS_MCSF_down	regulation of gene expression	colony stimulating factor	Toxcast
BSK_LPS_MCSF_up	BSK_LPS_MCSF_up	regulation of gene expression	colony stimulating factor	Toxcast
BSK_LPS_PGE2_down	BSK_LPS_PGE2_down	regulation of gene expression	rhodopsin-like receptor	Toxcast
BSK_LPS_PGE2_up	BSK_LPS_PGE2_up	regulation of gene expression	rhodopsin-like receptor	Toxcast
BSK_LPS_SRB_down	BSK_LPS_SRB_down	cell death	cytotoxicity	Toxcast
BSK_LPS_SRB_up	BSK_LPS_SRB_up	cell death	cell conformation	Toxcast
BSK_LPS_TissueFactor_down	BSK_LPS_TissueFactor_down	regulation of gene expression	coagulation factor	Toxcast
BSK_LPS_TissueFactor_up	BSK_LPS_TissueFactor_up	regulation of gene expression	coagulation factor	Toxcast
BSK_LPS_TNFa_down	BSK_LPS_TNFa_down	regulation of gene expression	inflammatory factor	Toxcast
BSK_LPS_TNFa_up	BSK_LPS_TNFa_up	regulation of gene expression	inflammatory factor	Toxcast
BSK_LPS_VCAM1_down	BSK_LPS_VCAM1_down	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_LPS_VCAM1_up	BSK_LPS_VCAM1_up	regulation of gene expression	Immunoglobulin CAM	Toxcast
BSK_SAg_CD38_down	BSK_SAg_CD38_down	regulation of gene expression	other cytokine	Toxcast
BSK_SAg_CD38_up	BSK_SAg_CD38_up	regulation of gene expression	other cytokine	Toxcast
BSK_SAg_CD40_down	BSK_SAg_CD40_down	regulation of gene expression	inflammatory factor	Toxcast
BSK_SAg_CD40_up	BSK_SAg_CD40_up	regulation of gene expression	inflammatory factor	Toxcast
BSK_SAg_CD69_down	BSK_SAg_CD69_down	regulation of gene expression	inflammatory factor	Toxcast
BSK_SAg_CD69_up	BSK_SAg_CD69_up	regulation of gene expression	inflammatory factor	Toxcast
BSK_SAg_Eselectin_down	BSK_SAg_Eselectin_down	regulation of gene expression	selectins	Toxcast
BSK_SAg_Eselectin_up	BSK_SAg_Eselectin_up	regulation of gene expression	selectins	Toxcast
BSK_SAg_IL8_down	BSK_SAg_IL8_down	regulation of gene expression	interleukins	Toxcast
BSK_SAg_IL8_up	BSK_SAg_IL8_up	regulation of gene expression	interleukins	Toxcast
BSK_SAg_MCP1_down	BSK_SAg_MCP1_down	regulation of gene expression	chemotactic factor	Toxcast
BSK_SAg_MCP1_up	BSK_SAg_MCP1_up	regulation of gene expression	chemotactic factor	Toxcast
BSK_SAg_MIG_down	BSK_SAg_MIG_down	regulation of gene expression	chemotactic factor	Toxcast
BSK_SAg_MIG_up	BSK_SAg_MIG_up	regulation of gene expression	chemotactic factor	Toxcast
BSK_SAg_PBMCCytotoxicity_down	BSK_SAg_PBMCCytotoxicity_down	cell death	proliferation	Toxcast
BSK_SAg_PBMCCytotoxicity_up	BSK_SAg_PBMCCytotoxicity_up	cell death	cytotoxicity	Toxcast
BSK_SAg_Proliferation_down	BSK_SAg_Proliferation_down	cell proliferation	cytotoxicity	Toxcast
BSK_SAg_Proliferation_up	BSK_SAg_Proliferation_up	cell proliferation	proliferation	Toxcast
BSK_SAg_SRB_down	BSK_SAg_SRB_down	cell death	cytotoxicity	Toxcast
BSK_SAg_SRB_up	BSK_SAg_SRB_up	cell death	cell conformation	Toxcast
NVS_ADME_hCYP19A1	NVS_ADME_hCYP19A1	regulation of catalytic activity	steroidogenesis-related	Toxcast
NVS_ADME_hCYP19A1_Activator	NVS_ADME_hCYP19A1_Activator	regulation of catalytic activity	steroidogenesis-related	Toxcast
NVS_ADME_hCYP1A1	NVS_ADME_hCYP1A1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP1A1_Activator	NVS_ADME_hCYP1A1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP1A2	NVS_ADME_hCYP1A2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP1A2_Activator	NVS_ADME_hCYP1A2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP1B1	NVS_ADME_hCYP1B1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP1B1_Activator	NVS_ADME_hCYP1B1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2A6	NVS_ADME_hCYP2A6	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2A6_Activator	NVS_ADME_hCYP2A6_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2B6	NVS_ADME_hCYP2B6	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2B6_Activator	NVS_ADME_hCYP2B6_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C18	NVS_ADME_hCYP2C18	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C18_Activator	NVS_ADME_hCYP2C18_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C19	NVS_ADME_hCYP2C19	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C19_Activator	NVS_ADME_hCYP2C19_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C8	NVS_ADME_hCYP2C8	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C8_Activator	NVS_ADME_hCYP2C8_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C9	NVS_ADME_hCYP2C9	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2C9_Activator	NVS_ADME_hCYP2C9_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2D6	NVS_ADME_hCYP2D6	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2D6_Activator	NVS_ADME_hCYP2D6_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2E1	NVS_ADME_hCYP2E1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2E1_Activator	NVS_ADME_hCYP2E1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2J2	NVS_ADME_hCYP2J2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP2J2_Activator	NVS_ADME_hCYP2J2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP3A4	NVS_ADME_hCYP3A4	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP3A4_Activator	NVS_ADME_hCYP3A4_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP3A5	NVS_ADME_hCYP3A5	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP3A5_Activator	NVS_ADME_hCYP3A5_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP4F12	NVS_ADME_hCYP4F12	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_hCYP4F12_Activator	NVS_ADME_hCYP4F12_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP1A1	NVS_ADME_rCYP1A1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP1A1_Activator	NVS_ADME_rCYP1A1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP1A2	NVS_ADME_rCYP1A2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP1A2_Activator	NVS_ADME_rCYP1A2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2A1	NVS_ADME_rCYP2A1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2A1_Activator	NVS_ADME_rCYP2A1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2A2	NVS_ADME_rCYP2A2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2A2_Activator	NVS_ADME_rCYP2A2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2B1	NVS_ADME_rCYP2B1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2B1_Activator	NVS_ADME_rCYP2B1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C11	NVS_ADME_rCYP2C11	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C11_Activator	NVS_ADME_rCYP2C11_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C12	NVS_ADME_rCYP2C12	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C12_Activator	NVS_ADME_rCYP2C12_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C13	NVS_ADME_rCYP2C13	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C13_Activator	NVS_ADME_rCYP2C13_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C6	NVS_ADME_rCYP2C6	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2C6_Activator	NVS_ADME_rCYP2C6_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2D1	NVS_ADME_rCYP2D1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2D1_Activator	NVS_ADME_rCYP2D1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2D2	NVS_ADME_rCYP2D2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2D2_Activator	NVS_ADME_rCYP2D2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2E1	NVS_ADME_rCYP2E1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP2E1_Activator	NVS_ADME_rCYP2E1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP3A1	NVS_ADME_rCYP3A1	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP3A1_Activator	NVS_ADME_rCYP3A1_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP3A2	NVS_ADME_rCYP3A2	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ADME_rCYP3A2_Activator	NVS_ADME_rCYP3A2_Activator	regulation of catalytic activity	xenobiotic metabolism	Toxcast
NVS_ENZ_hAbl	NVS_ENZ_hAbl	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hAbl_Activator	NVS_ENZ_hAbl_Activator	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hAChE	NVS_ENZ_hAChE	regulation of catalytic activity	acetylcholinesterase	Toxcast
NVS_ENZ_hAChE_Activator	NVS_ENZ_hAChE_Activator	regulation of catalytic activity	acetylcholinesterase	Toxcast
NVS_ENZ_hACP1	NVS_ENZ_hACP1	regulation of catalytic activity	acid phosphatase	Toxcast
NVS_ENZ_hACP1_Activator	NVS_ENZ_hACP1_Activator	regulation of catalytic activity	acid phosphatase	Toxcast
NVS_ENZ_hAKT1	NVS_ENZ_hAKT1	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAKT1_Activator	NVS_ENZ_hAKT1_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAKT2	NVS_ENZ_hAKT2	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAKT2_Activator	NVS_ENZ_hAKT2_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAKT3	NVS_ENZ_hAKT3	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAKT3_Activator	NVS_ENZ_hAKT3_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAMPKa1	NVS_ENZ_hAMPKa1	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAMPKa1_Activator	NVS_ENZ_hAMPKa1_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAurA	NVS_ENZ_hAurA	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hAurA_Activator	NVS_ENZ_hAurA_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hBACE	NVS_ENZ_hBACE	regulation of catalytic activity	aspartate protease	Toxcast
NVS_ENZ_hBACE_Activator	NVS_ENZ_hBACE_Activator	regulation of catalytic activity	aspartate protease	Toxcast
NVS_ENZ_hBTK	NVS_ENZ_hBTK	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hBTK_Activator	NVS_ENZ_hBTK_Activator	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hCASP1	NVS_ENZ_hCASP1	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP1_Activator	NVS_ENZ_hCASP1_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP10	NVS_ENZ_hCASP10	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP10_Activator	NVS_ENZ_hCASP10_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP2	NVS_ENZ_hCASP2	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP2_Activator	NVS_ENZ_hCASP2_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP3	NVS_ENZ_hCASP3	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP3_Activator	NVS_ENZ_hCASP3_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP4	NVS_ENZ_hCASP4	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP4_Activator	NVS_ENZ_hCASP4_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP5	NVS_ENZ_hCASP5	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP5_Activator	NVS_ENZ_hCASP5_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP8	NVS_ENZ_hCASP8	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCASP8_Activator	NVS_ENZ_hCASP8_Activator	regulation of catalytic activity	cysteine protease	Toxcast
NVS_ENZ_hCDK2	NVS_ENZ_hCDK2	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCDK2_Activator	NVS_ENZ_hCDK2_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCDK6	NVS_ENZ_hCDK6	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCDK6_Activator	NVS_ENZ_hCDK6_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCHK1	NVS_ENZ_hCHK1	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCHK1_Activator	NVS_ENZ_hCHK1_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK1a	NVS_ENZ_hCK1a	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK1a_Activator	NVS_ENZ_hCK1a_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK1D	NVS_ENZ_hCK1D	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK1D_Activator	NVS_ENZ_hCK1D_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK2a2b2	NVS_ENZ_hCK2a2b2	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCK2a2b2_Activator	NVS_ENZ_hCK2a2b2_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hCSF1R	NVS_ENZ_hCSF1R	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hCSF1R_Activator	NVS_ENZ_hCSF1R_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hDUSP3	NVS_ENZ_hDUSP3	regulation of catalytic activity	dual-specific phosphatase	Toxcast
NVS_ENZ_hDUSP3_Activator	NVS_ENZ_hDUSP3_Activator	regulation of catalytic activity	dual-specific phosphatase	Toxcast
NVS_ENZ_hEGFR	NVS_ENZ_hEGFR	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEGFR_Activator	NVS_ENZ_hEGFR_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hElastase	NVS_ENZ_hElastase	regulation of catalytic activity	serine protease	Toxcast
NVS_ENZ_hElastase_Activator	NVS_ENZ_hElastase_Activator	regulation of catalytic activity	serine protease	Toxcast
NVS_ENZ_hEphA1	NVS_ENZ_hEphA1	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphA1_Activator	NVS_ENZ_hEphA1_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphA2	NVS_ENZ_hEphA2	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphA2_Activator	NVS_ENZ_hEphA2_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphB1	NVS_ENZ_hEphB1	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphB1_Activator	NVS_ENZ_hEphB1_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphB2	NVS_ENZ_hEphB2	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hEphB2_Activator	NVS_ENZ_hEphB2_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hES	NVS_ENZ_hES	regulation of catalytic activity	pseudocholinesterase	Toxcast
NVS_ENZ_hES_Activator	NVS_ENZ_hES_Activator	regulation of catalytic activity	pseudocholinesterase	Toxcast
NVS_ENZ_hFGFR1	NVS_ENZ_hFGFR1	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hFGFR1_Activator	NVS_ENZ_hFGFR1_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hFGFR3	NVS_ENZ_hFGFR3	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hFGFR3_Activator	NVS_ENZ_hFGFR3_Activator	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
NVS_ENZ_hFyn	NVS_ENZ_hFyn	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	regulation of catalytic activity	non-receptor tyrosine kinase	Toxcast
NVS_ENZ_hGSK3b	NVS_ENZ_hGSK3b	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hGSK3b_Activator	NVS_ENZ_hGSK3b_Activator	regulation of catalytic activity	serine/threonine kinase	Toxcast
NVS_ENZ_hHDAC3	NVS_ENZ_hHDAC3	regulation of catalytic activity	histone deacetylase	Toxcast
NVS_ENZ_hHDAC3_Activator	NVS_ENZ_hHDAC3_Activator	regulation of catalytic activity	histone deacetylase	Toxcast
NVS_ENZ_hHDAC6	NVS_ENZ_hHDAC6	regulation of catalytic activity	histone deacetylase	Toxcast
NVS_ENZ_hHDAC6_Activator	NVS_ENZ_hHDAC6_Activator	regulation of catalytic activity	histone deacetylase	Toxcast
NVS_ENZ_hIGF1R	NVS_ENZ_hIGF1R	regulation of catalytic activity	receptor tyrosine kinase	Toxcast
